,LSTM,Data,Closing
10,"[202.20559584140778, 203.05823086738587, 205.72901200294496, 209.8071262741089, 212.2922575378418, 211.79934715270997, 209.1712891960144, 206.07136510849, 205.80123542785645, 205.9681656265259, 206.4350788497925, 207.05243371963502, 207.70709966659547, 208.38177131652833, 210.0133144760132, 211.92110275268556, 214.0806400680542, 216.52417205810548, 219.2872412109375, 222.07015441894532, 221.69901107788087, 221.24145721435548, 220.82899116516114, 220.45866035461427, 220.12789367675782, 219.83454345703126, 219.5768663787842, 219.35345291137696, 219.43885444641114, 219.65955947875977, 219.92491363525392, 220.23711227416993, 220.80655502319337, 221.5929453277588, 222.45957778930665, 223.41416763305665, 224.55427955627442, 225.82152008056642, 227.18678688049317, 228.65508102416993, 230.22654556274415, 231.90062927246095, 233.44952033996583, 234.40988372802735, 235.40190338134767, 236.43610977172852, 237.51203369140626, 238.62847732543946, 239.76827072143556, 240.86194442749024]","[202.75, 201.74, 206.5, 210.35, 210.36, 212.64, 212.46, 202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18]",243.58
11,"[201.87845068216325, 206.51883577346803, 211.00721000671388, 212.9681656265259, 212.26267265319825, 209.99807189941407, 207.41403793334962, 206.75882696151734, 206.54385112762452, 206.68281053543092, 207.11379217147828, 207.78554796218873, 208.66008543014527, 210.24084400177003, 212.11723636627198, 214.1243870162964, 216.3049518966675, 218.77682136535645, 221.4480707550049, 221.6736051940918, 221.2706224822998, 220.91001342773438, 220.59019493103028, 220.3096601867676, 220.0670320892334, 219.86130165100099, 219.69151901245118, 219.63104080200196, 219.80454086303712, 220.03028511047364, 220.6829340362549, 221.4056322479248, 222.20334457397462, 223.0812380218506, 224.0485231781006, 225.22476219177247, 226.49734519958497, 227.86664794921876, 229.33303092956544, 230.88913749694825, 232.52447914123536, 233.92619537353517, 235.0383741760254, 236.17973541259767, 237.35386871337892, 238.5641653442383, 239.80600952148438, 241.0514585876465, 242.172861328125, 242.81810592651368]","[201.74, 206.5, 210.35, 210.36, 212.64, 212.46, 202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58]",246.58
12,"[206.66289152145384, 209.58094133377074, 212.39529766082762, 212.24184574127196, 209.71197618484496, 207.02329076766966, 206.2188927078247, 206.05194009780882, 206.3131617450714, 206.86540044784545, 207.6435066604614, 208.62831701278685, 209.97613634109496, 211.58245624542235, 213.50029338836669, 215.8062139892578, 218.585912361145, 221.86700119018553, 222.09261573791503, 221.5717398071289, 221.1153189086914, 220.71978439331053, 220.38163436889647, 220.0897718811035, 219.85546363830565, 219.67602981567381, 219.72998489379881, 220.06251968383788, 220.45379890441893, 220.9046369934082, 221.41593994140624, 221.98930038452147, 222.62654174804686, 223.3295751953125, 224.42578186035155, 225.7657209777832, 227.20128120422362, 228.73253883361815, 230.35862983703612, 232.0767561340332, 233.44339431762694, 234.54536499023436, 235.69807876586913, 236.9005857849121, 238.15157760620116, 239.4499021911621, 240.79327072143553, 242.17868865966796, 243.60143722534178, 245.01363052368163]","[206.5, 210.35, 210.36, 212.64, 212.46, 202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58]",249.05
13,"[209.84084619522093, 211.78362812042235, 211.06713737487792, 208.98269618988036, 207.2020946884155, 206.19153489112853, 205.81691564559935, 205.8822921657562, 206.270074262619, 206.9309517288208, 207.85848773956297, 209.3488861465454, 211.10638679504393, 213.13834251403807, 215.45812858581542, 218.09439147949217, 220.99368347167967, 221.24601806640624, 220.85815872192381, 220.49246086120604, 220.14930976867674, 219.82025398254393, 219.48579467773436, 219.1778074645996, 218.89423049926756, 218.95118965148924, 219.15268005371092, 219.4297663116455, 219.9458338165283, 220.68297256469725, 221.4738165283203, 222.32214225769042, 223.2997328186035, 224.39370216369628, 225.5533243560791, 226.77965225219725, 228.07330192565917, 229.43432296752928, 230.86217941284178, 232.27457679748534, 233.50448669433592, 234.7807775878906, 236.10377944946288, 237.46998275756835, 238.88079513549803, 240.33308853149413, 241.82024826049803, 243.3331915283203, 244.8697668457031, 246.33947052001952]","[210.35, 210.36, 212.64, 212.46, 202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05]",243.29
14,"[212.22340644836424, 211.08130992889403, 208.94325603485106, 207.02307571411131, 206.0298112773895, 205.77773322105406, 205.96399654388426, 206.459296836853, 207.2188640975952, 208.25183357238768, 209.7031341934204, 211.43334640502928, 213.48256935119628, 215.93502964019774, 218.9324289703369, 222.15178550720213, 221.85051597595213, 221.41827262878417, 221.03248275756835, 220.68649925231932, 220.3611742401123, 220.0652071380615, 219.79559196472167, 219.5545221710205, 219.41823066711424, 219.8615232849121, 220.35163749694823, 220.89208091735838, 221.48659576416014, 222.13912643432616, 222.85374702453612, 223.6598173522949, 224.84166206359862, 226.13162864685057, 227.5125070953369, 228.98343528747557, 230.53360046386717, 232.14056648254393, 233.3839613342285, 234.54994071960448, 235.7648664855957, 237.02701248168944, 238.33427108764647, 239.68575729370116, 241.0767332458496, 242.50061859130858, 243.9129911804199, 245.09267105102538, 245.8002210998535, 245.928516998291]","[210.36, 212.64, 212.46, 202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29]",243.26
15,"[213.69972576141356, 208.90401185989379, 205.75021065711974, 204.94951690673827, 205.29753960609435, 206.03633297920226, 206.87823833465575, 207.763242855072, 208.74192775726317, 209.91956390380858, 211.39777530670165, 213.24357761383055, 215.59114040374754, 218.6642576599121, 222.033159866333, 221.76165641784667, 221.47302688598631, 221.17904914855956, 220.88619674682616, 220.55776847839354, 220.10324920654296, 219.6742330932617, 219.27017654418944, 219.13890899658202, 219.4253660583496, 219.7399412536621, 220.1207071685791, 220.9059797668457, 221.7523924255371, 222.66442932128905, 223.69185317993163, 224.84170402526854, 226.0663401031494, 227.36696876525878, 228.74406494140624, 230.1973272705078, 231.7238985443115, 233.07181991577147, 234.31462158203124, 235.60863174438475, 236.95203460693358, 238.34674514770506, 239.7894140625, 241.26425994873046, 242.70953811645506, 244.032276763916, 244.88059677124022, 245.11230529785155, 245.1751982116699, 245.2318388366699]","[212.64, 212.46, 202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26]",248.76
16,"[212.43257106781004, 203.1039102220535, 204.97508872985838, 205.91446842193602, 206.54608239173888, 207.1157490158081, 207.74718297958373, 208.53881324768065, 209.59027065277098, 211.00865520477294, 212.90007270812987, 215.34625495910643, 218.37669338226317, 221.66461624145506, 221.47106994628905, 221.21648849487303, 220.92288269042967, 220.59386505126952, 220.23211349487303, 219.81635917663573, 219.38739456176756, 218.95745529174803, 219.14743293762206, 219.56525100708006, 220.00546516418456, 220.4917951965332, 221.1236959838867, 221.78992141723631, 222.50030960083006, 223.57118095397948, 224.79889930725096, 226.09195960998534, 227.4472166442871, 228.85631240844725, 230.32819618225096, 231.85080780029296, 233.1216780090332, 234.37248291015624, 235.66923583984374, 237.01076568603514, 238.3954817199707, 239.82184280395506, 241.28982604980467, 242.79245819091796, 244.30012573242186, 245.4433752441406, 246.0195928955078, 246.2150732421875, 246.37869323730467, 246.53225769042967]","[212.46, 202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76]",255.82
17,"[202.99741505026816, 204.74807561874388, 205.81751789093016, 206.4076522731781, 206.80811275482176, 207.27231182098387, 207.9866396331787, 209.39380182266234, 211.21700824737547, 213.40477336883544, 215.84236301422118, 218.38280071258544, 220.78870071411131, 220.99408973693846, 221.02280296325682, 220.91148818969725, 220.67885650634764, 220.34214080810546, 219.8988882446289, 219.39977706909178, 218.9307962799072, 219.24321617126463, 219.7516313934326, 220.26843894958495, 220.7967916870117, 221.33993019104003, 221.90118278503417, 222.48400939941405, 223.40958847045897, 224.71674026489256, 226.08901275634764, 227.53049911499022, 229.04443611145018, 230.63308776855467, 232.22110618591307, 233.36855377197264, 234.53565277099608, 235.7558981323242, 237.0303007507324, 238.35881103515624, 239.7384420776367, 241.16330017089842, 242.60747589111327, 244.0218893432617, 245.22694839477538, 246.2738195800781, 247.31729187011717, 248.38054718017577, 249.45940460205077, 250.54575408935546]","[202.64, 206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82]",257.5
18,"[205.75929168224334, 205.95361033439636, 206.30389991760254, 206.86724773406982, 207.6401070690155, 208.6308833694458, 209.8749453163147, 211.41751066207885, 213.28797451019287, 215.47788730621338, 218.0280648803711, 220.57784858703613, 220.90446296691894, 220.96355072021484, 220.8642999267578, 220.6301919555664, 220.2840062713623, 219.80976692199707, 219.30410972595215, 218.8643581008911, 219.12216106414795, 219.3803140258789, 219.64225498199463, 220.26842323303222, 221.02953163146972, 221.8374024963379, 222.71010223388672, 223.7807046508789, 224.93001953125, 226.15675750732422, 227.46412673950195, 228.8547135925293, 230.33042350769043, 231.89245239257812, 233.1998120880127, 234.298858795166, 235.45119491577148, 236.65624633789062, 237.90597930908203, 239.19853607177734, 240.49991241455078, 241.7946664428711, 243.10273376464843, 244.4522248840332, 245.84070220947265, 247.26543823242187, 248.72346893310547, 250.21162048339843, 251.72661224365234, 253.2576791381836]","[206.49, 204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5]",257.13
19,"[205.40241864681244, 205.66318789482116, 206.1461205816269, 206.94941059112548, 208.15657487869262, 209.77595582962036, 211.71907106399536, 213.82146755218506, 215.8926488494873, 217.76944843292236, 219.34587970733642, 220.11114994049072, 220.3825570678711, 220.42914024353027, 220.29465118408203, 220.0172130203247, 219.62958827972412, 219.15978160858154, 218.64176097869873, 219.0823337173462, 219.54501739501953, 220.01523414611816, 220.49675003051757, 220.9923345184326, 221.50398651123047, 222.03307739257812, 223.10438171386718, 224.49548164367675, 225.8892251586914, 227.28801933288574, 228.6959935760498, 230.11850372314453, 231.56162467956543, 232.92867294311523, 234.12588706970215, 235.33777442932129, 236.57501998901367, 237.83861938476562, 239.1345750427246, 240.46624389648437, 241.8312303161621, 243.23655334472656, 244.68275466918945, 246.16972747802734, 247.6968766784668, 249.26490036010742, 250.86238494873047, 252.49273315429687, 254.1274072265625, 255.6717073059082]","[204.16, 205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13]",257.24
20,"[206.88544180870056, 207.0739546108246, 207.3914571094513, 208.1929819869995, 209.692371635437, 211.79417636871338, 214.22284439086914, 216.6599934387207, 218.8463185119629, 220.6276915359497, 221.43019130706787, 221.83854225158692, 221.921019821167, 221.73001220703125, 221.31328323364258, 220.69685485839844, 219.96364429473877, 219.47861507415772, 219.8445866394043, 220.2024910736084, 220.54276016235352, 220.8706286239624, 221.70178916931152, 222.5340683746338, 223.37134483337402, 224.51381996154785, 225.80845764160156, 227.1123860168457, 228.42844131469727, 229.7604630279541, 231.11294105529785, 232.43810203552246, 233.6385662841797, 234.85821083068848, 236.1055500793457, 237.3845093536377, 238.69531372070313, 240.04269149780274, 241.42190673828125, 242.84063079833984, 244.2991421508789, 245.80047729492188, 247.344453125, 248.93027236938477, 250.5579541015625, 252.22857788085938, 253.933564453125, 255.62828567504883, 257.04661682128904, 257.97225311279294]","[205.53, 209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24]",259.43
21,"[209.41175050735472, 207.95775718688964, 208.04801054000853, 209.56793899536132, 211.96895189285277, 214.6492197036743, 217.1533700942993, 219.23679943084716, 220.81918354034423, 221.46809978485106, 221.786612701416, 221.8314125061035, 221.64362545013427, 221.23702163696288, 220.5541498184204, 219.74253482818602, 219.05437774658202, 219.2658311843872, 219.66755599975585, 220.08603210449218, 220.59718055725097, 221.1254159927368, 221.66401786804198, 222.22932929992675, 223.1728546142578, 224.48965759277343, 225.83540077209472, 227.20600624084472, 228.59893531799315, 230.01335830688475, 231.44562072753905, 232.8937561035156, 234.0617248535156, 235.1606075286865, 236.2631046295166, 237.37893028259276, 238.51873321533202, 239.69386596679686, 240.91626663208007, 242.19837493896483, 243.55460662841796, 244.99627990722655, 246.53507537841796, 248.19257278442382, 249.97453994750975, 251.87129898071288, 253.86965103149413, 255.74339218139647, 257.17866439819335, 257.7792999267578]","[209.01, 208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43]",260.14
22,"[207.51698632240294, 207.94948787689208, 209.1398956298828, 211.04665155410765, 213.40385932922362, 215.8229600906372, 217.97381992340087, 219.67656154632567, 220.64263553619384, 221.1885787963867, 221.36283988952636, 221.2106039047241, 220.77194995880126, 220.0402099609375, 219.13263053894042, 219.02984733581542, 219.27316589355468, 219.78256530761718, 220.29513187408446, 220.88956851959227, 221.71415634155272, 222.54136581420897, 223.3863498687744, 224.40020294189452, 225.74043006896972, 227.0639965057373, 228.36825294494628, 229.6533748626709, 230.9221164703369, 232.17938156127929, 233.42492790222167, 234.66976089477538, 235.92510528564452, 237.19912643432616, 238.49962158203124, 239.83380813598632, 241.20807952880858, 242.62794036865233, 244.09793395996093, 245.62169189453124, 247.2019302368164, 248.84049530029296, 250.53927917480468, 252.30694885253905, 254.13133544921874, 255.9673225402832, 257.5528366088867, 258.67212600708007, 259.5111419677734, 260.04372329711913]","[208.74, 205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14]",262.2
23,"[205.7338454172015, 208.59943766593932, 211.60717887878417, 214.4003536224365, 216.7347328186035, 218.52022190093993, 219.77593727111815, 220.5719787597656, 220.99160499572753, 221.1134998321533, 221.00554962158202, 220.72256774902343, 220.2892572402954, 219.78683681488036, 219.27819175720214, 219.28581829071044, 219.32316799163817, 219.4923526763916, 220.21230907440184, 221.03859825134276, 221.91288871765136, 222.8330451965332, 223.89313430786132, 225.06464881896972, 226.2633430480957, 227.48296089172362, 228.71972007751464, 229.9719383239746, 231.238818359375, 232.52040405273436, 233.81744880676268, 235.1312000274658, 236.4629699707031, 237.81533737182616, 239.190478515625, 240.59051818847655, 242.01749725341796, 243.4732467651367, 244.95893402099608, 246.47552032470702, 248.02350921630858, 249.60636444091796, 251.22734756469725, 252.87570877075194, 254.5499755859375, 256.2437240600586, 257.87637252807616, 259.2267562866211, 260.04883880615233, 260.3820602416992]","[205.7, 209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2]",261.96
24,"[209.28031529724598, 211.48659605026245, 213.80844539642334, 216.01559823989868, 217.9127544784546, 219.3864979171753, 220.40143627166748, 220.96988147735595, 221.12285465240478, 220.8930782699585, 220.30825847625732, 219.31843894958496, 218.1233620071411, 217.951625289917, 218.27578777313232, 218.7472919845581, 219.21533149719238, 219.73531383514404, 220.25264209747314, 220.76880115509033, 221.28417343139648, 222.18469184875488, 223.67514080047607, 225.15145153045654, 226.59664863586426, 227.9984201812744, 229.35001319885254, 230.6503672027588, 231.90356201171875, 233.11789268493652, 234.30446571350097, 235.47599739074707, 236.64568656921386, 237.82636207580566, 239.0298494720459, 240.26660102844238, 241.54551071166992, 242.87391036987304, 244.25761932373047, 245.70111602783203, 247.21879333496094, 248.82106155395508, 250.4857992553711, 252.2118620300293, 253.99709075927734, 255.80671447753906, 257.40800231933594, 258.67857498168945, 259.71610397338867, 260.5327848815918]","[209.19, 213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96]",264.47
25,"[213.63469887733459, 212.98076246142386, 214.80853868484496, 218.020085105896, 220.27711177825927, 221.19831920623778, 221.34114624023437, 221.07190299987792, 220.60115409851073, 220.04266048431396, 219.39195133209228, 218.8001782989502, 218.534845123291, 218.89451242446899, 219.28629041671752, 219.71182132720946, 220.17775798797607, 220.68741870880126, 221.23630310058593, 221.84054161071776, 222.76050735473632, 224.16798950195312, 225.64959407806396, 227.1785800552368, 228.72671104431151, 230.26726318359374, 231.7764337158203, 233.23302627563476, 234.43158699035644, 235.5875737762451, 236.71122337341308, 237.8173101043701, 238.92388511657714, 240.0507428741455, 241.21827674865722, 242.44668937683105, 243.75553871154784, 245.16349769592284, 246.68822265625, 248.36100936889648, 250.21938491821288, 252.23916030883788, 254.40921951293944, 256.4989144897461, 258.03184295654296, 259.2785737609863, 260.41852737426757, 261.40001846313476, 262.23325897216796, 262.8772981262207]","[213.28, 213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47]",262.64
26,"[212.31400919914245, 215.27580286026, 218.63075853347777, 220.89138723373412, 221.78382469177245, 221.82601428985595, 221.48722244262694, 221.02467275619506, 220.55157304763793, 220.04442764282226, 219.625243434906, 219.297446975708, 219.4581291770935, 219.82959676742553, 220.2496159172058, 220.716880569458, 221.23085666656493, 221.78704334259032, 222.39339519500732, 223.25912166595458, 224.76632381439208, 226.32942653656005, 227.92109752655028, 229.5205152130127, 231.10161376953124, 232.6529386138916, 234.0210034942627, 235.0766980743408, 236.13120056152343, 237.1948316192627, 238.27928901672362, 239.39713645935058, 240.5613343811035, 241.7849080657959, 243.07324577331542, 244.4420182800293, 245.90568710327148, 247.47506881713866, 249.16010452270507, 251.0068910217285, 253.0119187927246, 255.1209504699707, 256.9237153625488, 258.3004930114746, 259.58918548583983, 260.7713487243652, 261.82831741333007, 262.7157991027832, 263.3319108581543, 263.49120498657226]","[213.26, 214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64]",265.76
27,"[213.55605839014052, 218.54680959701537, 221.25807563781737, 221.87221519470214, 221.5624226760864, 220.97388879776, 220.37478153228759, 219.8678735923767, 219.48869745254515, 219.24610177993773, 219.1392392349243, 219.19075433731078, 219.47296039581298, 219.82849113464354, 220.2577523422241, 220.76138584136962, 221.33919231414794, 221.99218694686888, 222.84477321624755, 224.2264966201782, 225.6608170700073, 227.12969009399413, 228.6247529220581, 230.1184701156616, 231.60381690979003, 232.8198279571533, 233.89198677062987, 234.96732704162596, 236.05154792785643, 237.15138046264647, 238.27415458679198, 239.42740242004393, 240.6185454559326, 241.8546294403076, 243.14209739685057, 244.48669044494628, 245.89331047058104, 247.37518112182616, 248.960225982666, 250.61392776489257, 252.334981842041, 254.11849014282225, 255.80525772094725, 257.242769165039, 258.5505351257324, 259.75379745483394, 260.8653735351562, 261.870267791748, 262.6960429382324, 263.2716273498535]","[214.17, 216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76]",267.1
28,"[216.76729260087012, 223.56762952804564, 222.27343292236327, 221.21996946334838, 220.58281273841857, 220.19590229988097, 219.96014590263366, 219.82442564964293, 219.76452345848082, 219.77145857810973, 219.84557242393493, 219.99356431961058, 220.25760383605956, 220.60921974182128, 221.04819602966307, 221.59308929443358, 222.26294631958007, 223.123038482666, 224.3263732910156, 225.71797771453856, 227.2822582244873, 229.0192958831787, 230.8446132659912, 232.68474502563475, 233.79863662719725, 234.84874267578124, 235.88917846679686, 236.9315731048584, 237.99055213928222, 239.08261413574218, 240.22516365051268, 241.4356834411621, 242.73113937377929, 244.12753601074218, 245.63956756591796, 247.28039093017577, 249.06216735839843, 251.03290481567382, 253.1713668823242, 255.45968933105468, 257.3046447753906, 258.57252044677733, 259.78125686645507, 260.94000549316405, 261.98490447998046, 262.9469253540039, 263.86200256347655, 264.7648155212402, 265.62135620117186, 266.20112533569335]","[216.7, 223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1]",266.29
