,LSTM,Data,Closing
10,"[25.309634339809417, 25.781526279449462, 26.116908740997314, 26.278667163848876, 26.197135758399963, 25.889671754837035, 25.482820224761962, 25.119002413749694, 24.904800218343734, 25.31880189180374, 25.852780294418334, 26.214400482177734, 26.6273681640625, 27.08661551475525, 27.57533974647522, 28.082282972335815, 28.632713985443115, 29.17017240524292, 29.688173961639404, 29.83611125946045, 29.385659408569335, 28.905464839935302, 28.651270580291747, 28.445217084884643, 28.231369924545287, 28.009058904647826, 27.777659368515014, 27.536617708206176, 27.285492849349975, 27.023982954025268, 26.751974058151244, 26.46942753791809, 26.17607946395874, 25.874455642700195, 25.614779424667358, 25.87876124382019, 26.18168909549713, 26.48865885734558, 26.797548246383666, 27.10661358833313, 27.413420152664184, 27.71425528526306, 27.991788339614867, 28.123919200897216, 28.254391622543334, 28.38313479423523, 28.5100905418396, 28.63525457382202, 28.758560848236083, 28.87804765701294]","[25.41, 25.79, 26.1, 25.83, 26.42, 26.53, 25.42, 25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41]",30.86
11,"[25.67732937335968, 26.148121070861816, 26.318719935417175, 26.28897268772125, 26.11919469833374, 25.685828280448913, 25.16546995639801, 24.92260385751724, 25.560458731651305, 26.167071175575256, 26.433664631843566, 26.615573358535766, 26.921693992614745, 27.359170627593993, 27.83470482826233, 28.373372268676757, 28.933073711395263, 29.494486999511718, 29.86689109802246, 29.336193752288818, 28.811608505249023, 28.5949499130249, 28.378122997283935, 28.15567774772644, 27.933319520950317, 27.712330770492553, 27.49197311401367, 27.271232318878173, 27.157856893539428, 27.039350700378417, 26.871708345413207, 26.53758568763733, 25.91362268924713, 25.403348457813262, 25.66157705783844, 25.99852521419525, 26.3520015001297, 26.690594148635864, 26.985982131958007, 27.232649517059325, 27.443051052093505, 27.63286609649658, 27.81370539665222, 27.992622566223144, 28.17353935241699, 28.35851593017578, 28.604204368591308, 28.86732597351074, 29.137355041503906, 29.41402359008789]","[25.79, 26.1, 25.83, 26.42, 26.53, 25.42, 25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86]",31.36
12,"[25.88907594680786, 26.318209481239318, 26.293483090400695, 25.992715549468993, 25.495297503471374, 24.91483117341995, 24.628086280822753, 25.176078152656554, 25.875665855407714, 26.252833437919616, 26.524227571487426, 26.835027408599853, 27.26795310974121, 27.795979690551757, 28.314640712738036, 28.803597164154052, 29.245554637908935, 29.57389039993286, 29.092675399780273, 28.63301248550415, 28.418612670898437, 28.193816137313842, 27.960960578918456, 27.721953105926513, 27.504380416870116, 27.3605167388916, 27.236249876022338, 27.11072654724121, 26.960284900665282, 26.731670808792114, 26.29908878803253, 25.663438391685485, 25.153766167163848, 25.28974003791809, 25.582484674453735, 25.926801753044128, 26.283147287368774, 26.623205375671386, 26.93070430755615, 27.205279541015624, 27.443664264678954, 27.662846040725707, 27.878205966949462, 28.09868903160095, 28.333379459381103, 28.5879976272583, 28.877727222442626, 29.236279678344726, 29.61121196746826, 30.00231189727783]","[26.1, 25.83, 26.42, 26.53, 25.42, 25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36]",30.92
13,"[25.951872181892394, 26.491640281677245, 26.21809525489807, 25.583047103881835, 25.169895005226135, 25.14047623872757, 25.410100293159484, 25.86212201118469, 26.306261253356933, 26.730977010726928, 27.16777558326721, 27.675990295410156, 28.223568391799926, 28.74457426071167, 29.214956951141357, 29.618298721313476, 29.800269317626952, 29.358498764038085, 28.894108009338378, 28.660784912109374, 28.450553131103515, 28.232681941986083, 28.00950880050659, 27.783730220794677, 27.556261014938354, 27.370708656311034, 27.177842807769775, 26.96834726333618, 26.72697730064392, 26.418578815460204, 26.017113399505615, 25.660582494735717, 25.855701637268066, 26.10097141265869, 26.361027193069457, 26.618079376220702, 26.860425186157226, 27.087292623519897, 27.311520767211913, 27.540773105621337, 27.779669952392577, 28.03169102668762, 28.299637031555175, 28.585942459106445, 28.89285202026367, 29.225784015655517, 29.586290550231933, 29.971235942840575, 30.38083143234253, 30.78995532989502]","[25.83, 26.42, 26.53, 25.42, 25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92]",30.29
14,"[26.738336038589477, 26.109626960754394, 25.473254990577697, 25.141041588783263, 25.12343509197235, 25.323198628425597, 25.66326422691345, 26.092361760139465, 26.573175144195556, 27.076558303833007, 27.579663467407226, 28.065202903747558, 28.563616943359374, 28.996885967254638, 29.35404224395752, 29.589416694641113, 29.214135360717773, 28.785911273956298, 28.63411111831665, 28.455796432495116, 28.253383111953735, 28.029107761383056, 27.787838172912597, 27.598011207580566, 27.395778846740722, 27.177331399917602, 26.943691444396972, 26.69590277671814, 26.435101222991943, 26.162318062782287, 25.879890036582946, 25.991874527931213, 26.208736610412597, 26.435709071159362, 26.67248315811157, 26.918310356140136, 27.172848176956176, 27.435797882080077, 27.706582736968993, 27.984583568572997, 28.26914758682251, 28.559601497650146, 28.855265808105468, 29.155460548400878, 29.459514808654784, 29.76680154800415, 30.076718521118163, 30.388700675964355, 30.62738389968872, 30.684371662139892]","[26.42, 26.53, 25.42, 25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29]",30.06
15,"[26.536694240570068, 25.419740390777587, 24.883198809623718, 24.97100282907486, 25.37264699935913, 25.909385633468627, 26.306047987937927, 26.653797340393066, 27.025023412704467, 27.440097761154174, 27.898626279830932, 28.418300580978393, 28.92074794769287, 29.372496318817138, 29.638604831695556, 29.177301597595214, 28.703633499145507, 28.49598569869995, 28.277433824539184, 28.05378909111023, 27.828849744796752, 27.604422998428344, 27.38328309059143, 27.237599325180053, 27.07426495552063, 26.880365324020385, 26.620947551727294, 26.186757040023803, 25.622542810440063, 25.514443230628967, 25.75776071548462, 26.041579675674438, 26.354311180114745, 26.658983421325683, 26.933104944229125, 27.184302520751952, 27.426767301559448, 27.670158338546752, 27.91989321708679, 28.178923559188842, 28.44890923500061, 28.730784606933593, 29.025310230255126, 29.332960319519042, 29.652995777130126, 29.985319328308105, 30.328071784973144, 30.494498443603515, 30.514117431640624, 30.53250856399536]","[26.53, 25.42, 25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06]",30.56
16,"[25.428707194328307, 24.828796458244323, 24.7040844976902, 25.202967596054076, 25.976936531066894, 26.32164294719696, 26.53347749710083, 26.90045256614685, 27.40593523979187, 27.945412588119506, 28.47595043182373, 28.944343757629394, 29.297126007080077, 29.4821044921875, 29.165163230895995, 28.743286323547363, 28.54199333190918, 28.301369142532348, 28.03321213722229, 27.750386905670165, 27.4640483379364, 27.23610062599182, 27.182141017913818, 27.153813314437866, 27.113078546524047, 27.000880432128906, 26.44726915359497, 25.48051447868347, 25.350293946266174, 25.58006043434143, 25.879023027420043, 26.247879934310912, 26.646240186691283, 27.013995599746703, 27.32641453742981, 27.534845066070556, 27.702859354019164, 27.862448167800903, 28.01179690361023, 28.178357553482055, 28.37843222618103, 28.64865322113037, 28.993656349182128, 29.368736457824706, 29.76785202026367, 30.18111629486084, 30.290965270996093, 30.313144874572753, 30.333872032165527, 30.353244018554687]","[25.42, 25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56]",30.95
17,"[24.828838419914245, 24.90170536637306, 25.255510520935058, 25.82186598777771, 26.25803656578064, 26.57507367134094, 26.985242080688476, 27.52478928565979, 28.075001668930053, 28.59560317993164, 29.044526767730712, 29.389713954925536, 29.538407039642333, 29.340373706817626, 29.07047243118286, 28.780329418182372, 28.46708936691284, 28.145786476135253, 27.82842607498169, 27.524055433273315, 27.27093358039856, 27.191666078567504, 27.157607507705688, 27.148918104171752, 27.033595752716064, 26.68181128501892, 25.92932171821594, 25.30542035102844, 25.46412785053253, 25.743834686279296, 26.094746541976928, 26.483098459243774, 26.846785497665405, 27.15634341239929, 27.399023008346557, 27.593327713012695, 27.775708150863647, 27.919760179519653, 28.075807762145995, 28.266033124923705, 28.505588245391845, 28.8562762260437, 29.252141666412353, 29.679522228240966, 30.131607723236083, 30.476371479034423, 30.505426120758056, 30.52585096359253, 30.545152378082275, 30.56339807510376]","[25.19, 24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95]",31.18
18,"[24.44302741885185, 25.455149960517883, 26.029776048660278, 26.279579591751098, 26.568738174438476, 26.99765272140503, 27.523921918869018, 28.094436836242675, 28.673784446716308, 29.170544815063476, 29.51793212890625, 29.638817024230956, 29.38771457672119, 29.05196304321289, 28.733517837524413, 28.4413489818573, 28.161820363998412, 27.901457023620605, 27.664001655578613, 27.448833656311034, 27.36450309753418, 27.277232837677, 27.171589803695678, 27.008018684387206, 26.636442375183105, 25.737278413772582, 25.434117090702056, 25.73593337535858, 26.095498275756835, 26.4809522151947, 26.840734910964965, 27.130351257324218, 27.377236795425414, 27.600086879730224, 27.803287935256957, 28.00455470085144, 28.21044464111328, 28.426353406906127, 28.65731544494629, 28.929769706726074, 29.267686557769775, 29.625660133361816, 30.003674697875976, 30.348282051086425, 30.492953491210937, 30.593186569213866, 30.690755558013915, 30.786782455444335, 30.881337356567382, 30.96581048965454]","[24.45, 25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18]",30.96
19,"[25.329377546310425, 26.16973395586014, 26.434998168945313, 26.62785901069641, 26.984056725502015, 27.47102059364319, 28.068297758102418, 28.73979295730591, 29.339870586395264, 29.71686948776245, 29.791514530181885, 29.386447563171387, 28.84591449737549, 28.675881996154786, 28.445959701538087, 28.1995760345459, 27.947547569274903, 27.70591057777405, 27.48603452682495, 27.380005254745484, 27.282287731170655, 27.191562070846558, 27.09533072948456, 26.813103094100953, 25.6916177713871, 25.673060163259507, 26.01533849477768, 26.388330950737, 26.763226642608643, 27.093368425369263, 27.352231874465943, 27.561460628509522, 27.73272885322571, 27.906054153442383, 28.09595622062683, 28.31045497894287, 28.556721105575562, 28.84325231552124, 29.195735111236573, 29.605332984924317, 30.057412281036378, 30.50387586593628, 30.744764461517335, 30.818876876831055, 30.892676963806153, 30.966314449310303, 31.03982032775879, 31.111123218536378, 31.141939296722413, 31.168065204620362]","[25.33, 26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96]",30.89
20,"[26.25612731218338, 26.39768828392029, 26.571475281715394, 26.896551146507264, 27.397449865341187, 28.016227378845215, 28.650549545288087, 29.1860262298584, 29.526581420898438, 29.615736618041993, 29.267152919769288, 28.74950756072998, 28.569895877838135, 28.360290660858155, 28.132443084716797, 27.9016868019104, 27.67581428527832, 27.458830966949463, 27.325225009918213, 27.18673159122467, 27.019019379615784, 26.779647364616395, 26.354016675949097, 25.642044260501862, 25.51861841917038, 25.77149780035019, 26.03422607421875, 26.304068937301636, 26.579075112342835, 26.858039631843567, 27.140084280967713, 27.386862888336182, 27.620263233184815, 27.862927570343018, 28.116260662078858, 28.381127490997315, 28.658359661102295, 28.948789730072022, 29.25762046813965, 29.583612575531006, 29.924444332122803, 30.261002674102784, 30.417027130126954, 30.495175018310547, 30.572637691497803, 30.64945281982422, 30.725655689239503, 30.801278247833253, 30.832781925201417, 30.851269855499268]","[26.32, 26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89]",30.76
21,"[26.247886970043183, 26.667695894241334, 26.99523843765259, 27.368063106536866, 27.91530074119568, 28.606769933700562, 29.280586853027344, 29.728449954986573, 29.797926082611085, 29.374554290771485, 28.678552522659302, 28.546108379364014, 28.35421766281128, 28.112394466400147, 27.868512048721314, 27.636917724609376, 27.42576159477234, 27.353696956634522, 27.28880895614624, 27.204680695533753, 27.063031210899354, 26.738307251930237, 25.936268343925477, 25.50127130687237, 25.836855068206788, 26.194482579231263, 26.539612307548524, 26.846503987312317, 27.108942046165467, 27.334980144500733, 27.53703893661499, 27.721303358078003, 27.908478393554688, 28.111971273422242, 28.341841592788697, 28.60890425682068, 28.925518169403077, 29.306876792907715, 29.750782623291016, 30.251324310302735, 30.621970310211182, 30.691138401031495, 30.752319469451905, 30.813319339752198, 30.874189987182618, 30.934978618621827, 30.99572624206543, 31.020131244659424, 31.030831470489503, 31.040967121124268]","[26.31, 26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76]",30.59
22,"[26.480802907943726, 27.045842185020447, 27.42119945526123, 27.85677041053772, 28.537899866104127, 29.315490379333497, 29.889241828918458, 30.011864318847657, 29.547759189605713, 28.596293106079102, 28.522399320602418, 28.367680444717408, 28.142161502838135, 27.875116720199586, 27.597990169525147, 27.355205430984498, 27.271584882736207, 27.20994950771332, 27.145927681922913, 27.029071345329285, 26.57702244758606, 25.64652799010277, 25.351040869355202, 25.632546677589417, 25.976548388004304, 26.38394464492798, 26.795279397964478, 27.145138278007508, 27.390853538513184, 27.56859721183777, 27.711346998214722, 27.86143268585205, 28.032571449279786, 28.23311866760254, 28.47239984512329, 28.760558500289918, 29.113701000213624, 29.537577285766602, 30.0142036819458, 30.439681186676026, 30.517567291259766, 30.566578998565674, 30.615922107696534, 30.665604248046876, 30.71562828063965, 30.762722148895264, 30.76486219406128, 30.76629795074463, 30.767347469329835, 30.76804174423218]","[26.51, 27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59]",29.52
23,"[27.086210384368897, 27.525832071304322, 27.8579012298584, 28.4747487449646, 29.251819982528687, 29.777961864471436, 29.843540802001954, 29.41770185470581, 28.622661962509156, 28.488525524139405, 28.305788888931275, 28.080639972686768, 27.840765132904053, 27.607015743255616, 27.388889207839966, 27.30938829421997, 27.21074475288391, 27.067609324455262, 26.80267228126526, 26.225833549499512, 25.322091027498246, 25.340850427150727, 25.704174681901932, 26.072140946388245, 26.438370718955994, 26.772931232452393, 27.055735721588135, 27.294751777648926, 27.50378574371338, 27.674387588500977, 27.83871187210083, 28.01517261505127, 28.20968116760254, 28.443849935531617, 28.766447677612305, 29.14657081604004, 29.597086563110352, 30.112244262695313, 30.65668357849121, 30.717799797058106, 30.727965965270997, 30.737227096557618, 30.745640888214112, 30.753263607025147, 30.7547780418396, 30.748715534210206, 30.742253913879395, 30.73543228149414, 30.728287830352784, 30.720854415893555]","[27.0, 27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52]",28.66
24,"[27.631662740707398, 27.744701280593873, 28.212739839553834, 29.12586654663086, 29.785413398742676, 29.90996946334839, 29.4552756690979, 28.43245114326477, 28.41802348136902, 28.30610360145569, 28.097110166549683, 27.844375982284546, 27.58733500480652, 27.34399069786072, 27.235757365226746, 27.119730129241944, 26.9776966714859, 26.74972774028778, 26.205670013427735, 25.342987402677537, 25.06348411679268, 25.359714142382145, 25.718513592481614, 26.123007192611695, 26.529867186546326, 26.89354516506195, 27.186241879463196, 27.426736726760865, 27.62289132118225, 27.77052535057068, 27.93537081718445, 28.126268997192383, 28.350978507995606, 28.618655576705933, 28.960744276046753, 29.39130558013916, 29.874732627868653, 30.411051406860352, 30.578467502593995, 30.60564531326294, 30.62606824874878, 30.639204635620118, 30.6444264793396, 30.64109338760376, 30.53783525466919, 30.367160930633545, 30.18611349105835, 29.997861518859864, 29.806276454925538, 29.622187271118165]","[27.69, 27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66]",28.77
25,"[27.715518131256104, 28.440493478775025, 29.248567476272584, 29.853691711425782, 29.971276416778565, 29.52502883911133, 28.710863962173462, 28.593559637069703, 28.418117895126343, 28.204481019973755, 27.969720735549927, 27.735412015914918, 27.517304077148438, 27.376395835876465, 27.256615533828736, 27.153018727302552, 27.054695620536805, 26.823314085006714, 25.929998173713685, 25.563115730285645, 25.913203015327454, 26.2633446598053, 26.59407474040985, 26.902259483337403, 27.165372862815858, 27.390073671340943, 27.585558309555054, 27.761930837631226, 27.92079676628113, 28.10033501625061, 28.308671369552613, 28.552697076797486, 28.840431108474732, 29.226472988128663, 29.703085079193116, 30.25334228515625, 30.605073585510254, 30.696644916534424, 30.78086627960205, 30.85290111541748, 30.90650333404541, 30.933671131134034, 30.92424310684204, 30.86537899017334, 30.715164318084717, 30.42355312347412, 30.02461446762085, 29.50683750152588, 29.058845415115357, 29.019899740219117]","[27.79, 28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77]",28.86
26,"[28.361479415893555, 29.230484619140626, 29.81013692855835, 29.983260765075684, 29.55241216659546, 28.264917030334473, 28.439114227294922, 28.447933807373047, 28.26621593475342, 27.961601867675782, 27.57695306777954, 27.273824586868287, 27.21914137840271, 27.14563406944275, 27.070205821990967, 26.982743873596192, 26.58690990447998, 25.64163322687149, 25.367912575006486, 25.664371683597565, 26.036407008171082, 26.4809081697464, 26.904952063560486, 27.23743905067444, 27.49722255706787, 27.721368684768677, 27.85989369392395, 27.970504894256592, 28.098823680877686, 28.259431734085084, 28.47914041519165, 28.778100147247315, 29.224067583084107, 29.739443435668946, 30.307117595672608, 30.596319332122803, 30.68781484603882, 30.776091232299805, 30.859471454620362, 30.935833587646485, 31.00354970932007, 31.057160511016846, 31.08043493270874, 30.929408683776856, 30.66292776107788, 30.321648254394532, 29.897937908172608, 29.382131233215333, 29.076665773391724, 29.050521745681763]","[28.44, 29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86]",28.6
27,"[29.106577291488648, 30.092197551727295, 29.913309230804444, 29.444784297943116, 28.9965149307251, 28.639584197998047, 28.362460508346558, 28.13742841720581, 27.94004119873047, 27.75111068725586, 27.557603731155396, 27.469584121704102, 27.36226881980896, 27.213317646980286, 26.979518308639527, 26.566098585128785, 25.792714729309083, 25.49686855018139, 25.863573803901673, 26.218779816627503, 26.5582265996933, 26.87878538608551, 27.17865146636963, 27.459154739379883, 27.670872821807862, 27.845201625823975, 28.029203310012818, 28.227199687957764, 28.442597284317017, 28.678759231567383, 28.943252935409546, 29.282394542694092, 29.66210283279419, 30.077264919281006, 30.463977947235108, 30.563217296600342, 30.657303943634034, 30.74411596298218, 30.821146144866944, 30.885447635650635, 30.9334308052063, 30.920251026153565, 30.79599775314331, 30.437040462493897, 29.984887256622315, 29.430595531463624, 28.829075946807862, 28.72518123626709, 28.705031051635743, 28.686042919158936]","[29.12, 29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6]",29.29
28,"[29.79237855911255, 30.212192668914795, 29.334854259490967, 28.709566488265992, 28.43689645767212, 28.34062255859375, 28.10265459060669, 27.84193886756897, 27.61394847869873, 27.403545274734498, 27.311486139297486, 27.20335234642029, 27.050459518432618, 26.80868543624878, 26.402702465057374, 25.673012062311173, 25.217959209680558, 25.577108010053635, 25.936021163463593, 26.35581768989563, 26.75984419822693, 27.120908632278443, 27.43099726676941, 27.68766082763672, 27.89475001335144, 27.96247281074524, 28.022744312286378, 28.123761310577393, 28.28741325378418, 28.541825904846192, 28.92761649131775, 29.489502086639405, 30.263563289642335, 30.63961042404175, 30.703750743865967, 30.764543190002442, 30.81978620529175, 30.86663450241089, 30.90141357421875, 30.91934503555298, 30.914309635162354, 30.86608995437622, 30.616213932037354, 30.243490352630616, 29.751271858215333, 29.129997863769532, 28.9286381149292, 28.928536310195923, 28.928419246673585, 28.92829026222229]","[29.76, 29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29]",28.23
